0/1.;1. 8174
1/1.1/2.1/2.1/3.2/3.;1.3.3.4. 31
1/1.1/2.2/1.2/1.;2.3. 31
1/1.2/0.2/1.3/0.4/0.;2. 31
1/1.2/1.2/2.2/3.3/1.3/2.4/3.4/4.5/2.;3.5.5.6. 31
1/2.2/2.3/1.4/1.4/1.4/2.4/3.5/2.5/3.;3.3.3.8. 31
1/3.1/3.2/1.;1.1.1.1.1.2. 31
2/0.2/1.3/0.3/1.;1.1. 31
2/2.2/3.3/2.3/3.4/1.4/2.5/0.5/2.;2.2.5.6. 31
0/1.0/2.0/3.1/1.1/3.;1.2.2.2.3. 30
0/1.1/0.1/0.;1. 30
0/1.1/0.1/2.2/0.;1.1.1. 30
1/0.1/1.1/2.1/2.;2.3. 30
1/0.1/3.2/2.;1.2.2. 30
1/0.1/3.2/3.;1.1.1.1.2. 30
1/0.2/1.2/2.3/1.;1.3. 30
1/1.1/1.2/1.2/2.;2.3. 30
1/2.2/1.2/1.2/2.2/2.3/2.4/2.;2.4.6. 30
2/0.2/1.2/2.2/2.3/0.3/3.4/2.;2.2.2.4. 30
0/1.0/2.2/0.2/1.2/2.;1.1.2.2. 29
0/1.1/2.2/1.2/2.3/1.;2.2.3. 29
0/1.1/3.1/4.2/1.2/2.;1.1.1.1.2.2.3. 29
0/2.0/3.1/0.1/1.1/1.1/2.;1.2.3.3. 29
0/2.1/0.1/6.2/3.;1.1.1.2.2.2.2. 29
0/2.1/2.2/1.2/2.2/2.2/3.3/2.;2.4.4.4. 29
0/3.1/1.1/1.1/2.2/1.2/1.3/3.;2.2.4.4. 29
0/4.1/1.1/5.2/1.2/4.;1.3.3.4.4. 29
1/0.2/0.2/1.2/1.3/1.;3. 29
1/1.1/3.2/1.2/1.2/3.;1.1.3.4. 29
1/2.1/3.1/4.2/1.3/1.4/0.;1.1.1.1.2.2.3. 29
0/1.1/0.1/0.1/1.1/3.;1.1.1.2. 28
0/1.1/1.1/2.2/1.;1.2.2. 28
0/2.1/1.1/2.1/2.2/3.3/2.;2.2.2.3.3. 28
0/3.0/3.1/2.1/2.2/1.2/1.;1.1.1.2.2.2.3. 28
0/3.1/0.1/2.;1.1.1.1.1. 28
1/0.1/0.1/1.1/1.;1.1. 28
1/0.1/1.1/1.1/2.2/2.;1.2.3. 28
1/0.1/1.1/1.2/0.2/3.3/1.;2.2.2. 28
1/0.1/2.1/4.3/0.;1.1.2.2. 28
1/0.1/2.2/0.2/2.2/3.;1.1.2.3. 28
1/0.1/3.2/2.;1.1.1.2. 28
1/2.1/2.2/2.;1.2.3. 28
1/2.2/3.3/1.3/1.3/1.4/1.4/3.5/3.5/3.;2.4.6.6. 28
2/2.2/2.3/2.3/3.4/0.4/1.5/2.5/3.6/1.;1.3.5.7. 28
3/0.3/1.3/1.3/2.3/3.4/1.4/3.5/1.;2.3.3.4. 28
0/1.0/3.0/3.;1.2.2.2. 27
0/2.0/2.1/0.1/3.2/0.;2.2.3. 27
0/2.0/3.1/1.1/3.;1.2.3.3. 27
0/2.0/4.0/5.;1.2.2.3.3. 27
0/2.1/1.1/3.2/1.;1.1.2.3. 27
0/2.1/2.1/2.;1.2.3. 27
0/2.1/3.2/0.2/1.2/2.3/1.;2.2.2.3. 27
1/0.1/1.1/2.2/2.3/0.;1.2.2. 27
1/1.1/1.1/1.1/1.;1.1.2. 27
1/1.1/1.1/2.1/2.1/2.1/3.;3.3.5. 27
1/1.1/1.2/1.2/1.;1.3. 27
1/1.1/1.2/1.3/0.3/2.3/2.3/3.;2.2.3.3. 27
1/1.1/4.2/2.2/4.;1.1.2.2.2.3. 27
1/2.1/2.2/1.2/3.3/1.3/2.;1.2.2.3.3. 27
2/0.2/1.2/2.3/1.3/3.4/1.4/1.;2.2.2.3. 27
0/1.1/2.1/3.2/1.;1.1.2.3. 26
0/2.0/2.1/1.1/1.1/1.1/2.;1.2.3.3. 26
0/2.0/3.0/4.;2.2.2.3. 26
1/1.1/2.2/0.2/0.;1.2. 26
1/1.1/2.2/1.2/2.2/2.3/1.3/1.;1.2.3.4. 26
1/1.1/2.2/1.4/0.4/0.4/1.4/1.4/1.;2.2.3. 26
1/1.1/2.2/2.3/0.3/1.3/3.4/0.4/1.5/2.;2.4.6. 26
1/1.1/3.;1.1.2. 26
1/1.2/0.2/0.2/1.3/1.4/0.;1.2. 26
1/2.1/2.2/1.2/1.2/2.2/3.4/2.;3.4.6. 26
2/0.2/1.2/2.;1.2. 26
2/2.2/2.2/3.2/3.3/1.3/2.4/0.;2.2.4.5. 26
2/2.3/1.4/0.4/1.4/2.5/0.5/2.5/2.;3.3.4. 26
0/1.0/1.1/1.1/3.;1.1.2.2. 25
0/1.0/4.1/0.1/4.;1.1.1.1.2.3. 25
0/1.1/0.1/1.1/1.3/0.;3. 25
0/1.1/1.1/2.2/2.;1.1.2.2. 25
0/1.1/1.2/1.2/1.2/2.3/2.4/3.;1.3.3.4. 25
0/1.1/2.2/2.2/4.3/2.;2.3.3.3. 25
0/1.2/1.2/2.2/2.2/3.;1.2.3.3. 25
0/2.0/2.1/0.1/4.2/2.;1.2.2.2.3. 25
0/3.0/3.1/1.1/1.1/2.1/2.;1.2.3.3.3. 25
1/0.1/1.2/3.;1.1.2. 25
1/0.1/2.1/2.1/3.2/2.;1.2.3.3. 25
1/0.2/0.2/2.2/2.2/3.3/0.;2.2.3. 25
1/1.1/1.1/1.1/1.;1.3. 25
1/1.1/2.1/3.1/4.2/4.;1.3.3.3.4. 25
1/2.2/1.2/2.3/0.3/3.4/2.5/1.;2.4.5. 25
1/2.2/1.2/2.3/4.;1.2.3.3. 25
1/3.1/4.2/4.;1.1.2.2.2.3. 25
1/4.2/2.2/4.3/2.;1.2.3.3.3. 25
2/0.2/0.2/1.2/1.;1.1. 25
0/1.0/1.0/2.0/3.;1.1.1.1.3. 24
0/1.0/1.0/3.0/4.;2.2.2.3. 24
0/1.0/1.1/2.1/3.2/1.;1.2.2.3. 24
0/1.0/2.0/2.0/2.;3.4. 24
0/1.0/2.0/3.;1.1.1.3. 24
0/1.1/1.1/1.1/2.3/0.;2.3. 24
0/1.1/2.1/2.2/1.;1.2.3. 24
0/2.0/2.1/1.1/3.2/0.;2.2.4. 24
0/2.1/0.1/2.2/0.2/3.;1.1.1.1.1.2. 24
0/2.1/3.1/3.;1.1.2.2.2. 24
1/0.2/2.2/2.2/2.3/2.;1.2.2.3. 24
1/1.1/1.2/0.2/1.2/2.;1.2.2. 24
1/1.1/2.2/1.2/4.;1.1.1.2.3. 24
1/3.2/2.2/2.3/2.3/2.4/2.5/1.;3.3.4.4. 24
2/0.2/0.3/0.3/0.3/0.3/0.; 24
2/1.2/1.2/2.;1.1.2. 24
3/0.3/1.3/1.3/2.4/2.4/2.4/2.6/1.;2.2.3.4. 24
3/1.3/1.4/1.4/1.4/1.4/2.5/2.5/2.;3.3.5. 24
0/1.0/1.0/2.1/0.1/2.;1.1.2.2. 23
0/1.0/2.1/1.1/2.2/1.2/1.;1.2.2.3. 23
0/1.1/2.1/2.1/3.3/0.;2.3.3. 23
0/2.0/2.0/2.;1.1.2.2. 23
0/2.0/3.1/1.1/1.2/2.;2.3.4. 23
0/2.1/0.1/2.2/1.;1.2.2. 23
1/0.1/2.1/4.3/1.;1.1.1.2.2. 23
1/1.1/1.1/2.2/1.3/1.;1.2.3. 23
1/1.1/2.2/0.3/1.3/1.;1.1.3. 23
1/1.1/2.2/2.;1.1.1.2. 23
2/0.2/1.2/1.2/1.;1.2. 23
2/0.2/1.2/1.3/0.3/0.;2. 23
2/0.2/1.2/1.3/1.3/1.4/1.;5. 23
2/1.2/1.2/1.2/2.2/3.2/3.;1.1.2.2.2.3. 23
0/1.0/1.0/1.0/2.;1.2.2. 22
0/1.0/1.1/0.1/0.;2. 22
0/1.0/2.0/3.0/3.;2.3.4. 22
0/1.0/2.0/3.;1.1.1.1.2. 22
0/1.0/2.1/0.1/1.;1.1.1.1. 22
0/1.1/0.1/4.;1.1.1.2. 22
0/1.1/1.1/3.;1.1.3. 22
0/2.0/6.;1.1.1.1.2.2. 22
0/2.1/2.1/3.;1.2.2.2. 22
0/3.1/1.1/3.2/1.2/2.;2.2.3.3. 22
0/3.1/1.1/3.;1.1.2.3. 22
0/4.1/4.1/6.2/2.;1.1.2.3.3.3.3. 22
0/4.1/4.1/6.2/3.;1.2.2.3.3.3.3. 22
1/0.1/1.1/1.3/2.;1.3. 22
1/0.1/2.1/3.2/2.2/4.3/3.;2.2.2.4.4. 22
1/0.1/2.2/1.2/2.;1.1.1.2. 22
1/0.1/3.2/1.2/2.;1.1.2.2. 22
1/0.2/0.2/1.3/1.;2. 22
1/1.1/2.2/0.2/1.;1.3. 22
1/1.2/1.2/2.3/4.;1.2.2.3. 22
1/2.1/2.3/0.3/1.3/3.4/2.5/1.;2.4.5. 22
0/1.0/2.0/3.0/3.;1.1.2.2.3. 21
0/1.0/3.0/3.0/5.;2.2.2.3.3. 21
0/1.0/3.1/0.1/1.;1.1.1.2. 21
0/1.1/0.1/0.1/1.1/1.;1.2. 21
0/1.1/1.1/2.1/3.1/3.2/3.;1.3.3.3.3. 21
0/2.0/3.0/3.;2.3.3. 21
0/2.1/0.1/1.1/3.3/1.;2.2.3. 21
0/2.1/3.2/1.2/3.3/1.;2.2.3.3. 21
0/3.0/3.;2.2.2. 21
1/0.1/0.1/1.1/2.;1.2. 21
1/0.1/0.1/2.1/2.;2.2. 21
1/0.1/1.1/1.3/1.;3. 21
1/0.2/0.2/1.3/2.;1.2. 21
1/1.1/1.1/2.1/2.;1.2.3. 21
1/1.1/1.2/0.3/2.4/0.4/1.5/0.;2.3. 21
1/1.1/1.;2. 21
1/1.1/2.2/3.3/0.3/2.;2.2.2.2. 21
1/2.2/2.2/2.3/2.4/0.;4.4. 21
2/0.2/0.2/1.2/2.;1.2. 21
2/1.2/1.3/1.3/1.4/2.4/2.4/2.;2.3.5. 21
2/1.2/3.3/1.3/1.3/2.4/2.5/1.;2.2.3.4. 21
2/2.2/2.3/1.3/2.;1.3.3. 21
2/2.2/3.4/1.4/1.4/3.4/3.6/1.;3.3.3.5. 21
0/1.0/1.0/3.1/2.1/3.2/3.;1.1.2.3.3.3. 20
0/1.0/1.1/0.1/1.2/0.;3. 20
0/1.0/1.1/1.1/1.;2.2. 20
0/1.0/2.0/3.0/5.;1.2.2.3.3. 20
0/1.1/0.1/1.2/2.;1.3. 20
0/1.1/1.1/1.1/1.2/3.3/2.;2.2.2.3. 20
0/1.1/1.1/1.;3. 20
0/1.1/2.1/3.;1.1.1.1.2. 20
0/2.0/2.0/3.;1.1.2.3. 20
0/2.1/0.1/1.;1.2. 20
0/3.0/3.0/4.;2.2.3.3. 20
1/0.1/1.1/2.3/0.;1.2. 20
1/0.1/3.2/2.2/3.4/2.;1.3.3.3. 20
1/1.1/1.1/2.2/2.3/0.;1.1.4. 20
1/1.1/1.2/1.2/1.2/1.;1.1.1.2. 20
1/1.2/0.2/2.3/1.3/1.3/1.;1.1.1.3. 20
1/2.1/3.2/0.2/1.;1.1.2.2. 20
1/2.2/0.2/1.2/2.3/2.4/1.;1.1.2.2.2. 20
1/2.2/0.2/2.3/3.;1.2.2.2. 20
1/3.2/4.2/4.2/5.3/3.;2.2.3.4.4.4. 20
3/1.3/1.3/1.4/0.4/1.5/0.5/0.5/0.;4. 20
0/1.0/2.0/6.;1.1.1.1.1.1.1.2. 19
0/1.0/5.1/1.1/1.;1.1.1.1.2.2. 19
0/1.1/1.1/1.2/0.;1.2. 19
0/1.1/3.1/3.;1.1.1.1.1.2. 19
0/2.0/4.;1.1.1.1.1.1. 19
0/2.1/1.1/3.;1.1.2.2. 19
0/3.0/3.;1.1.2.2. 19
0/3.1/0.1/2.1/4.3/0.;1.1.1.2.2.2. 19
1/0.1/0.1/0.1/1.;1. 19
1/0.1/1.2/0.2/0.2/1.;1.1. 19
1/0.1/3.2/2.2/2.4/1.;1.2.2.3. 19
1/0.1/3.2/3.2/5.;1.2.2.3.3. 19
1/1.1/2.2/0.2/1.2/2.;1.2.3. 19
1/1.1/4.;1.1.1.2. 19
1/2.1/2.2/1.;1.2.2. 19
1/2.1/2.2/1.;2.3. 19
1/2.1/3.2/1.;2.2.2. 19
1/2.2/0.2/0.2/2.3/1.;2.3. 19
1/2.2/1.2/3.3/1.4/0.;1.2.2.2. 19
2/0.2/1.2/1.2/2.;1.1.2. 19
0/1.0/2.0/2.0/4.;1.1.2.2.3. 18
0/1.0/2.0/4.;1.1.2.3. 18
0/1.0/3.0/4.;1.2.2.3. 18
0/1.1/0.1/1.;2. 18
0/1.2/1.2/1.2/1.2/2.;1.2.3. 18
0/2.0/2.0/3.;1.2.2.2. 18
0/2.0/2.1/2.1/5.2/2.2/2.;1.1.1.2.2.2.3.3. 18
0/2.0/3.0/3.;1.1.2.2.2. 18
0/2.0/3.1/2.1/3.2/2.;1.2.2.2.2.3. 18
0/2.1/0.1/1.2/1.;1.1.2. 18
0/2.1/0.1/2.2/1.;1.1.1.2. 18
0/2.1/2.1/2.2/2.;4.4. 18
0/2.1/2.1/3.;1.1.1.1.1.2. 18
0/3.1/0.1/1.2/0.2/1.;1.1.3. 18
0/3.1/1.1/3.2/2.2/2.2/2.;3.3.3.4. 18
0/3.1/2.1/3.;1.1.1.2.3. 18
1/0.1/0.1/1.2/1.3/0.;1.1. 18
1/0.1/2.1/2.3/1.;2.3. 18
1/0.1/2.2/2.2/2.2/3.;1.2.3.3. 18
1/1.1/1.2/1.2/2.3/0.3/2.4/1.4/1.;2.3.4. 18
1/1.1/1.2/1.2/2.;1.1.3. 18
1/1.1/2.1/3.3/1.;1.2.2.2. 18
1/1.1/2.1/3.3/4.;1.3.3.3. 18
1/2.1/2.2/2.4/0.4/1.4/2.4/2.4/2.;2.2.3.6. 18
1/2.2/0.2/2.3/0.;1.1.1.1. 18
1/3.1/4.;1.1.1.1.1.2. 18
2/1.2/3.3/0.4/0.4/2.4/2.5/1.;2.3.4. 18
2/1.3/0.3/1.4/0.4/0.4/1.;3. 18
3/2.4/2.4/2.4/2.4/2.4/3.5/1.;2.3.4.5. 18
0/1.0/1.1/1.1/2.2/0.;1.2.2. 17
0/1.0/2.0/3.0/3.;1.2.2.2.2. 17
0/1.0/2.1/1.1/2.2/0.2/3.;2.2.2.3. 17
0/1.0/3.1/1.1/2.;1.2.2.2. 17
0/1.1/0.1/1.2/2.3/0.3/1.;2.3. 17
0/1.1/0.1/3.;1.1.1.1. 17
0/1.1/2.1/2.;1.1.3. 17
0/1.1/2.1/3.;1.2.3. 17
0/2.1/1.1/2.2/1.2/1.2/2.;3.3.3. 17
0/2.1/2.1/2.1/3.1/4.2/1.;1.1.2.2.2.2.4. 17
0/2.1/2.1/5.;1.1.2.2.3. 17
0/3.0/3.1/2.1/2.2/2.;3.4.5. 17
0/3.0/4.;1.1.1.2.2. 17
1/0.1/1.1/2.3/1.;1.1.2. 17
1/0.1/1.2/2.3/2.3/2.;2.2.3. 17
1/1.1/3.2/1.2/2.2/3.;1.1.1.1.2.2.2. 17
1/2.1/2.2/1.2/2.;2.2.3. 17
1/2.1/4.2/1.;1.2.2.2. 17
1/2.2/0.2/2.3/0.3/0.3/2.;1.2.3. 17
1/3.1/3.2/3.2/5.4/3.4/3.;3.4.4.4.5. 17
2/0.2/0.2/1.2/1.2/3.3/1.3/3.;3.3.3. 17
2/0.2/1.3/0.3/1.3/2.5/0.;1.1.2. 17
2/1.2/2.2/2.3/0.3/2.;2.2.3. 17
2/2.2/3.4/2.4/2.4/2.4/2.4/3.;3.4.4.5. 17
0/1.0/1.0/2.0/2.;2.4. 16
0/1.0/2.0/4.0/5.;1.1.2.2.3.3. 16
0/1.0/2.0/4.;1.1.1.1.1.1.1. 16
0/1.0/2.0/5.;1.1.2.2.2. 16
0/1.0/2.1/0.1/1.2/1.;2.3. 16
0/1.0/2.1/1.2/0.2/2.3/2.;1.2.2.3. 16
0/1.0/2.1/2.1/2.;1.1.2.3. 16
0/1.0/3.1/1.1/1.1/1.1/2.;1.2.3.3. 16
0/1.1/1.1/3.1/4.1/4.2/4.;1.3.3.3.3.4. 16
0/1.1/2.1/2.2/1.;1.1.2.2. 16
0/1.1/2.1/3.2/4.2/4.;2.2.2.2.3.3. 16
0/1.1/2.1/4.2/3.;1.1.1.1.2.2.2. 16
0/1.1/4.1/4.;1.1.1.1.1.2.2. 16
0/1.2/2.2/2.2/2.2/3.;1.2.2.2.3. 16
0/1.2/3.2/4.2/5.3/3.3/3.;2.3.3.3.3.5. 16
0/2.0/2.0/3.0/3.;3.3.4. 16
0/2.0/3.0/4.;1.2.3.3. 16
0/2.1/0.1/1.2/0.;1.2. 16
0/2.1/1.1/2.2/1.2/2.2/2.;3.3.4. 16
0/2.1/2.2/0.2/2.3/0.;1.1.1.1.2. 16
0/3.0/3.1/1.1/2.2/0.2/1.;1.1.1.2.2.3. 16
0/3.0/3.;1.1.1.1.2. 16
0/3.0/4.0/5.1/2.1/2.;1.1.2.2.3.3.4. 16
0/3.1/2.1/3.1/4.3/1.;1.2.2.2.3.3. 16
0/3.1/3.1/4.;1.1.1.1.1.2.3. 16
0/5.1/4.1/4.2/4.;2.3.4.4.4. 16
1/0.1/0.2/0.3/0.3/0.3/0.3/0.; 16
1/0.1/1.1/1.2/0.3/0.4/1.;3. 16
1/0.1/4.2/4.;1.1.1.1.2.2. 16
1/0.2/0.2/2.3/2.;2.2. 16
1/1.1/1.1/2.3/1.;2.3. 16
1/1.1/1.1/2.3/3.;1.3.3. 16
1/1.1/2.2/0.2/2.;1.2.2. 16
1/1.1/2.2/1.2/2.;1.2.3. 16
1/1.2/0.2/3.3/2.;2.2.2. 16
1/1.2/1.2/2.3/1.4/1.;2.4. 16
1/2.1/2.2/0.;1.1.2. 16
1/2.1/3.2/0.2/2.4/3.;1.1.2.3.3. 16
1/2.1/3.2/1.;1.1.1.1.2. 16
1/2.1/4.2/1.2/1.2/2.;1.2.3.4. 16
1/2.2/1.3/1.3/1.4/2.4/2.5/1.;3.3.4. 16
1/3.1/3.3/1.3/1.3/1.3/2.4/1.;2.3.3.4. 16
2/1.2/1.2/2.;1.3. 16
2/1.2/1.3/1.3/1.;2.2. 16
2/3.2/3.2/5.3/2.4/1.4/2.5/2.;3.3.3.3.6. 16
0/1.1/0.1/3.2/0.;1.1.2. 15
0/1.1/0.1/3.2/1.2/2.;2.2.3. 15
0/1.1/1.1/2.2/2.;1.2.3. 15
0/1.1/1.1/3.2/2.;1.1.1.2.2. 15
0/1.1/1.1/3.2/2.;1.1.2.3. 15
0/1.1/1.1/3.2/2.;2.2.3. 15
0/1.1/1.1/4.2/1.;1.1.1.2.2. 15
0/1.1/1.1/5.2/1.2/5.;1.2.2.2.2.2.2. 15
0/1.1/2.1/4.2/1.;2.2.2.2. 15
0/2.0/3.1/0.1/3.;1.1.2.2.2. 15
0/2.1/1.1/4.;1.1.2.3. 15
0/2.2/1.2/2.3/0.3/2.4/1.;2.3.3. 15
0/3.1/0.1/2.;1.1.1.2. 15
0/3.1/1.1/2.2/2.2/3.;2.2.3.4. 15
0/3.1/1.1/5.;1.1.2.2.3. 15
0/3.1/2.1/3.2/1.;1.1.1.1.2.3. 15
1/0.1/0.1/1.3/0.;1. 15
1/0.1/1.1/1.3/1.;1.2. 15
1/0.1/1.1/2.2/3.3/0.;1.1.1.1.2. 15
1/0.1/2.1/2.2/0.3/0.;1.1.2. 15
1/0.2/0.2/0.2/0.3/0.3/0.3/0.; 15
1/0.2/0.2/0.3/1.3/1.3/2.;2.2. 15
1/0.2/0.2/1.3/0.;1. 15
1/1.1/2.2/0.2/0.2/2.2/3.;1.2.2.3. 15
1/1.1/2.2/1.;2.2. 15
1/1.1/3.2/3.;1.1.2.3. 15
1/1.2/1.2/2.3/2.4/2.;4.4. 15
1/1.3/0.3/0.3/2.4/0.4/2.;1.2.2. 15
1/2.1/2.2/0.2/1.2/3.4/1.;2.3.4. 15
1/2.1/4.2/1.;1.1.1.1.1.2. 15
2/0.2/1.2/1.2/1.3/1.3/1.4/0.4/1.;1.1.1.3. 15
2/0.2/1.2/2.2/3.;1.1.2.2. 15
2/0.2/1.3/0.3/1.3/1.3/1.;4. 15
2/2.3/1.3/2.3/2.3/3.4/0.4/1.;3.4.4. 15
0/1.0/1.0/2.0/2.;1.2.3. 14
0/1.0/1.1/1.1/2.2/0.;2.3. 14
0/1.0/2.1/1.1/1.;1.2.2. 14
0/1.0/2.1/1.1/2.;1.1.4. 14
0/1.1/0.1/1.2/0.2/2.2/2.;3.3. 14
0/1.1/1.1/1.1/2.1/2.;2.2.3. 14
0/1.1/1.1/1.2/2.;1.4. 14
0/1.1/1.1/2.2/1.;1.4. 14
0/1.1/1.1/3.;1.2.2. 14
0/1.1/2.1/3.2/1.;2.2.3. 14
0/2.0/2.0/3.0/4.;1.1.1.2.3.3. 14
0/2.0/2.0/3.;1.1.1.2.2. 14
0/2.0/3.1/2.1/2.1/4.2/2.2/4.3/5.;3.3.3.3.4.4.4. 14
0/2.0/3.1/3.1/4.2/2.;1.2.2.2.2.2.3. 14
0/2.1/1.1/2.2/3.3/0.3/2.;2.3.5. 14
0/2.1/1.1/4.;1.1.1.1.1.2. 14
0/2.1/1.2/1.2/1.3/0.3/0.3/1.;2.4. 14
0/3.0/4.0/5.;1.1.1.1.1.2.2.3. 14
0/3.1/1.1/2.2/0.;1.1.1.1.2. 14
0/3.1/2.1/2.2/1.2/2.3/1.3/4.4/2.;2.3.5.7. 14
0/3.1/3.1/4.;1.3.3.3. 14
1/0.1/2.1/2.3/1.;1.2.2. 14
1/0.1/2.2/1.2/2.;2.3. 14
1/0.1/4.2/2.;1.1.1.1.2. 14
1/0.2/1.2/1.2/2.3/1.;1.2.2. 14
1/0.2/1.2/2.3/2.;2.3. 14
1/0.2/3.2/3.2/4.3/4.;2.2.3.3.4. 14
1/1.1/1.1/2.1/3.;1.1.2.3. 14
1/1.1/1.2/0.3/0.3/0.4/1.4/2.4/2.;2.2.3. 14
1/1.1/2.1/2.3/0.;2.3. 14
1/1.1/2.1/4.2/1.3/2.;1.1.2.2.4. 14
1/2.1/2.2/2.2/3.3/1.3/2.;2.3.3.4. 14
1/2.1/4.2/2.;1.1.2.2.2. 14
1/2.2/1.3/1.3/1.3/1.;2.4. 14
2/1.2/1.3/0.3/0.4/1.5/0.5/2.;1.2.2. 14
0/1.0/1.0/2.0/4.;1.2.2.3. 13
0/1.0/1.0/3.0/3.;2.3.3. 13
0/1.0/2.0/3.1/1.1/2.;1.1.3.4. 13
0/1.0/2.1/0.1/2.;1.1.1.1.1. 13
0/1.0/3.1/2.1/3.2/4.;1.1.2.3.3.3. 13
0/1.0/4.1/4.1/5.;1.3.3.3.4. 13
0/1.0/6.1/4.1/4.2/5.;2.3.3.4.4.4. 13
0/1.1/0.1/1.2/2.;1.1.2. 13
0/1.1/0.1/2.2/2.;1.2.2. 13
0/1.1/1.1/1.2/1.2/1.;1.4. 13
0/1.1/1.1/2.2/1.;1.1.1.2. 13
0/1.1/2.1/3.;1.1.1.1.1.1. 13
0/1.1/2.2/2.2/3.3/2.4/0.;2.4.4. 13
0/1.1/3.1/3.;1.2.2.2. 13
0/1.2/2.2/3.3/1.3/3.;1.3.3.3. 13
0/2.0/2.1/2.1/2.2/1.2/1.;1.1.1.2.2.3. 13
0/2.0/4.1/2.1/3.;1.2.2.3.3. 13
0/2.0/4.1/3.1/5.;1.1.2.2.2.3.3. 13
0/3.1/1.1/3.2/2.2/3.;1.2.2.2.2.3. 13
0/3.1/2.1/3.2/1.;1.1.1.2.2.2. 13
0/3.1/2.1/4.2/0.;1.1.1.2.2.2. 13
0/4.1/3.1/4.;1.1.1.2.2.2.2. 13
1/0.1/0.1/0.1/0.4/0.; 13
1/0.1/1.1/1.1/1.2/1.;2.2. 13
1/0.1/2.1/2.3/2.3/3.3/4.4/3.;2.2.3.4.5. 13
1/0.1/2.2/0.2/1.;1.2. 13
1/0.2/1.2/1.2/1.3/0.;3. 13
1/1.1/1.2/0.2/1.2/2.4/1.;1.2.3. 13
1/1.1/2.2/0.2/1.3/1.3/2.;1.2.2.2. 13
1/1.1/3.1/4.2/0.3/1.4/0.;1.1.1.1.2.3. 13
1/1.1/3.1/5.3/1.;1.1.1.2.2.3. 13
1/2.1/2.2/0.2/3.;1.1.2.3. 13
1/2.1/2.2/1.;1.1.1.2. 13
1/2.1/4.1/4.2/1.3/1.;1.1.2.2.3.3. 13
1/2.1/4.2/2.;1.1.1.1.2.2. 13
1/2.2/0.2/4.3/3.;1.1.2.2.3. 13
2/0.2/0.2/0.3/0.3/0.; 13
2/2.3/2.3/2.4/2.4/2.4/2.4/3.;2.3.5.5. 13
3/2.3/2.3/3.3/3.4/2.4/2.5/1.6/1.6/4.7/3.;3.6.7.7. 13
0/1.0/1.0/1.0/3.;1.1.2.2. 12
0/1.0/1.0/3.0/4.;1.2.2.4. 12
0/1.0/1.0/3.;1.1.3. 12
0/1.0/2.0/2.0/2.;1.1.2.3. 12
0/1.0/2.0/2.0/5.;1.2.2.2.3. 12
0/1.0/2.1/2.1/2.2/1.;1.2.2.3. 12
0/1.0/2.1/2.1/3.2/1.;1.1.2.2.3. 12
0/1.0/2.1/2.1/3.;1.2.2.3. 12
0/1.0/3.1/3.1/4.;1.1.1.2.2.2.2. 12
0/1.1/0.1/0.1/1.3/1.;3. 12
0/1.1/0.2/2.2/2.3/0.;1.2.2. 12
0/1.1/1.1/2.2/1.2/1.;1.1.2.2. 12
0/1.1/1.1/2.2/1.2/2.;2.2.3. 12
0/1.1/1.2/0.2/0.2/2.3/1.;2.3. 12
0/1.1/2.1/3.2/2.;1.1.2.2.2. 12
0/1.1/4.1/4.;1.1.1.2.2.2. 12
0/2.0/2.0/2.;1.1.1.1.2. 12
0/2.1/1.1/1.2/1.;1.2.2. 12
0/2.1/1.1/2.1/2.3/1.;2.3.3. 12
0/2.1/1.1/2.2/0.2/3.2/3.;3.3.5. 12
0/2.2/1.2/2.3/2.3/3.4/4.;3.3.4.4. 12
0/3.1/1.1/3.2/1.;1.1.1.1.1.3. 12
1/0.1/1.2/1.2/2.2/3.;1.1.1.2.2. 12
1/0.1/2.1/3.3/2.;2.2.3. 12
1/1.2/0.2/1.3/0.4/0.;1.1. 12
1/1.2/1.2/2.2/3.3/4.;1.3.3.4. 12
1/2.1/2.2/2.2/3.;1.1.2.2.3. 12
1/2.2/1.2/1.2/2.2/2.2/3.5/1.;3.4.5. 12
1/3.2/2.3/4.4/1.4/2.4/3.;2.2.2.4.5. 12
2/0.2/0.2/0.2/1.;1. 12
2/0.2/0.2/1.2/2.3/1.3/2.;1.2.3. 12
2/1.2/1.2/2.3/1.3/1.4/3.;2.3.4. 12
2/1.2/1.2/2.3/1.4/2.4/2.5/1.;3.3.4. 12
2/2.2/2.2/2.;1.1.2.2. 12
2/3.2/3.2/4.3/3.3/3.;2.3.3.3.5. 12
3/0.3/2.4/1.4/1.4/2.4/4.5/2.5/2.6/1.;3.3.4.5. 12
3/1.3/1.3/1.3/1.3/1.3/2.4/2.;2.3.4. 12
3/1.3/2.4/1.4/2.4/2.4/2.5/1.6/2.7/0.8/2.;4.5.6. 12
4/1.4/1.4/1.5/0.5/0.5/1.5/2.6/1.7/2.9/1.;4.6. 12
0/1.0/1.1/1.1/1.;1.1.1.1. 11
0/1.0/2.1/1.1/2.;1.1.2.2. 11
0/1.0/2.1/1.1/3.2/1.;1.2.2.3. 11
0/1.1/0.1/2.2/0.2/2.;1.2.2. 11
0/1.1/0.1/2.2/1.2/1.;2.3. 11
0/1.1/0.1/2.2/1.2/3.;2.2.3. 11
0/1.1/1.1/2.2/0.;1.1.2. 11
0/1.1/1.1/3.;1.1.1.1.1. 11
