gid	mod	cnt
51	2.2.4.5.	1
51	2.2.5.	15
51	2.2.5.5.	1
51	2.2.5.6.	1
51	2.3.	13
51	2.3.3.3.	3
51	2.3.3.3.3.4.	1
51	2.3.3.3.4.	2
51	2.3.3.3.6.	3
51	2.3.3.4.4.5.	22
51	2.3.3.4.5.	9
51	2.3.3.4.6.	13
51	2.3.3.4.7.	2
51	2.3.3.5.	9
51	2.3.3.6.	4
51	2.3.4.	2
51	2.3.4.4.4.5.6.	2
51	2.3.4.4.4.8.	82
51	2.3.4.4.7.	5
51	2.3.4.4.8.	1
51	2.3.4.7.	4
51	2.3.5.	9
51	2.3.5.6.	1
51	2.3.6.	7
51	2.3.6.7.	2
51	2.3.6.8.	50
51	2.3.7.	38
51	2.3.8.	2
51	2.4.	24
51	2.4.5.	10
51	2.4.6.	1
51	2.5.	21
51	2.5.6.	2
51	2.6.	4
51	2.6.6.	6
51	2.6.7.	4
51	3.3.	7
51	3.3.3.3.3.3.5.	3
51	3.3.3.3.6.	38
51	3.3.3.3.7.	6
51	3.3.3.4.4.4.5.6.	4
51	3.3.3.4.4.5.	1
51	3.3.3.4.4.5.5.	8
51	3.3.4.4.7.	6
51	3.3.4.4.8.	12
51	3.3.5.	1
51	3.3.7.	12
51	3.3.8.	6
51	3.4.	1
51	3.4.6.	3
51	3.5.6.	13
51	3.5.6.8.	7
51	3.5.7.	5
51	4.5.7.	1
52	1.1.	15
52	1.1.1.	3
52	1.1.1.2.	2
52	1.1.2.	5
52	1.1.2.2.	1
52	1.1.2.3.	2
52	1.1.3.	9
52	1.1.3.3.	1
52	1.1.3.4.4.	2
52	1.2.	19
52	1.2.2.	2
52	1.2.2.2.	2
52	1.2.2.3.	6
52	1.2.2.3.4.	1
52	1.2.2.4.	6
52	1.2.3.	123
52	1.2.3.3.	85
52	1.2.3.4.	1
52	1.2.3.4.4.	2
52	1.2.3.4.5.	44
52	1.2.3.4.6.	1
52	1.2.4.	128
52	1.2.5.	1
52	1.2.6.	5
52	1.3.	78
52	1.3.3.	2
52	1.3.3.5.	1
52	1.3.4.5.	1
52	1.3.5.	3
52	1.4.5.5.	3
52	2	51
52	2.2.	2
52	2.2.2.	2
52	2.2.2.3.	1
52	2.2.2.4.	2
52	2.2.3.	1
52	2.2.3.3.	3
52	2.2.3.4.4.	1
52	2.2.3.5.	2
52	2.2.4.	6
52	2.2.5.	1
52	2.3.	4
52	2.3.3.	5
52	2.3.3.3.	5
52	2.3.3.3.4.	2
52	2.3.3.4.	54
52	2.3.3.5.	1
52	2.3.4.	4
52	2.3.4.4.4.	5
52	2.3.4.4.5.	86
52	2.3.4.4.6.	4
52	2.3.5.5.	5
52	2.3.6.	1
52	2.4.	3
52	2.4.4.5.	1
52	2.4.5.	1
52	2.4.5.5.	1
52	2.4.5.6.	150
52	3.3.	7
52	3.3.3.3.4.	2
52	3.3.3.3.4.5.	1
52	3.3.3.4.	1
52	3.3.4.	2
52	3.3.4.4.4.5.	3
52	3.3.4.4.5.	3
52	3.3.5.	4
52	3.4.	1
52	3.4.4.	2
52	3.4.4.5.	1
52	3.4.5.	2
52	3.4.5.5.	5
52	4.4.5.5.	2
52	4.4.5.6.	1
52	4.5.5.	1
53	1.1.	64
53	1.1.1.2.	2
53	1.1.2.	1
53	1.1.2.2.	1
53	1.1.2.2.4.	2
53	1.1.3.	3
53	1.1.3.4.	2
53	1.1.4.	2
53	1.2.	91
53	1.2.2.	1
53	1.2.2.3.	1
53	1.2.2.3.4.	1
53	1.2.2.4.	6
53	1.2.3.	36
53	1.2.3.3.	4
53	1.2.3.3.4.	1
53	1.2.3.4.	7
53	1.2.3.5.	1
53	1.2.4.	28
53	1.2.4.5.	1
53	1.2.5.	4
53	1.3.	40
53	1.3.3.3.	1
53	1.3.3.3.4.	1
53	1.3.3.3.5.	1
53	1.3.3.4.5.	21
53	1.3.3.5.	5
53	1.3.4.4.5.	1
53	1.4.4.5.5.	95
53	2.2.	7
53	2.2.2.4.4.	3
53	2.2.3.	106
53	2.2.3.3.	8
53	2.2.3.3.4.	1
53	2.2.3.3.4.4.	1
53	2.2.3.4.	14
53	2.2.3.5.	3
53	2.2.4.	68
53	2.2.4.5.	3
53	2.2.4.6.	2
53	2.2.5.	1
53	2.2.5.6.	125
53	2.3.	9
53	2.3.3.	14
53	2.3.3.3.4.	11
53	2.3.3.3.4.5.	1
53	2.3.3.4.4.	19
53	2.3.3.4.4.5.	19
53	2.3.3.4.5.	3
53	2.3.3.5.	1
53	2.3.4.	1
53	2.3.4.4.5.	1
53	2.3.4.5.	1
53	2.3.4.6.	1
53	2.3.5.	4
53	2.3.5.5.	13
53	2.3.5.5.6.	1
53	2.4.	10
53	2.4.4.5.5.	1
53	2.4.5.5.6.	12
53	2.4.6.	3
53	2.5.	2
53	3.3.3.	10
53	3.3.3.3.	85
53	3.3.4.	8
53	3.3.4.4.5.	6
53	3.3.4.5.5.	7
53	3.3.5.	1
53	3.5.6.	4
54	1.1.	1
54	1.1.1.	2
54	1.1.2.	4
54	1.1.2.3.	1
54	1.1.2.4.	3
54	1.1.4.	102
54	1.2.	21
54	1.2.2.	8
54	1.2.2.2.4.	1
54	1.2.2.4.	2
54	1.2.3.	30
54	1.2.4.	11
54	1.2.4.4.4.5.	2
54	1.2.5.	3
54	1.3.3.	3
54	1.3.3.3.4.5.	13
54	1.3.3.4.	1
54	1.3.4.	107
54	1.3.4.4.4.5.	7
54	1.3.4.4.5.5.	1
54	1.3.4.5.	1
54	1.3.5.	32
54	2.2.2.	3
54	2.2.2.2.3.	1
54	2.2.2.5.	102
54	2.2.3.	6
54	2.2.3.3.4.4.	11
54	2.2.4.	35
54	2.2.4.5.	1
54	2.2.5.	29
54	2.3.	2
54	2.3.3.	1
54	2.3.3.3.4.	2
54	2.3.3.3.4.5.	8
54	2.3.3.4.	1
54	2.3.3.4.4.4.	3
54	2.3.3.4.4.5.	1
54	2.3.3.6.	114
54	2.3.4.	18
54	2.3.4.4.4.	2
54	2.3.4.4.5.5.	122
54	2.3.4.5.	1
54	2.3.5.	115
54	2.4.	1
54	2.4.4.	2
54	2.4.4.6.	11
54	2.4.5.	3
54	2.4.5.5.5.	1
54	2.4.6.	1
54	3.3.3.4.4.5.	3
54	3.3.3.5.6.	2
54	3.3.3.6.	2
54	3.3.4.4.	1
54	3.3.4.5.5.5.	13
54	3.3.5.	3
54	3.4.4.5.6.	1
54	3.4.5.6.	7
54	3.4.6.	1
54	3.5.5.6.	1
54	3.5.5.6.6.	2
54	3.5.6.6.	1
55	1.1.2.	1
55	1.1.2.3.	5
55	1.1.3.	15
55	1.2.	41
55	1.2.2.	1
55	1.2.3.	19
55	1.2.3.3.	11
55	1.2.3.3.3.	2
55	1.2.4.	14
55	1.3.	9
55	1.3.4.	18
55	1.3.5.	2
55	1.4.5.	3
55	1.4.6.	1
55	1.5.5.6.	1
55	1.5.6.	24
55	1.5.6.6.	1
55	1.5.6.6.7.	8
55	1.5.6.7.	1
55	1.6.7.7.	26
55	2.2.	65
55	2.2.2.4.	3
55	2.2.2.4.4.	3
55	2.2.3.3.	1
55	2.2.3.3.4.	3
55	2.2.3.4.	6
55	2.2.3.4.5.	1
55	2.2.4.	28
55	2.2.4.5.	6
55	2.3.	25
55	2.3.3.3.	2
55	2.3.3.3.4.	3
55	2.3.3.4.	14
55	2.3.3.4.4.	28
55	2.3.3.4.5.	9
55	2.3.3.5.	2
55	2.3.4.	26
55	2.3.4.4.	2
55	2.3.4.4.4.5.	1
55	2.3.4.4.5.6.	1
55	2.3.4.4.6.	4
55	2.3.4.5.	28
55	2.3.4.5.5.	1
55	2.3.5.	7
55	2.4.	1
55	2.4.4.5.5.	5
55	2.4.4.5.6.	5
55	2.4.4.5.6.7.	21
55	2.4.4.6.	2
55	2.4.5.	2
55	2.4.5.5.7.	1
55	2.4.5.6.	23
55	2.4.5.6.6.8.	1
55	2.4.6.	2
55	2.4.6.7.	1
55	2.5.5.5.7.	1
55	2.5.5.6.6.8.	40
55	2.5.5.6.7.	1
55	2.6.6.7.8.	52
55	3.3.	8
55	3.3.3.3.4.5.	3
55	3.3.3.4.4.5.	1
55	3.3.3.4.4.5.6.	1
55	3.3.3.4.5.5.	2
55	3.3.3.5.	1
55	3.3.3.5.5.6.	3
55	3.3.4.4.	2
55	3.3.4.4.5.	53
55	3.3.4.4.5.5.	1
55	3.3.4.4.5.6.	1
55	3.3.4.5.	2
55	3.3.4.5.5.5.7.	1
55	3.3.4.5.6.	4
55	3.3.5.5.5.7.	1
55	3.4.4.4.5.	3
55	3.4.4.4.5.6.7.	8
55	3.4.4.5.	2
55	3.4.4.5.5.5.	4
55	3.4.4.5.5.6.	42
55	3.4.4.5.5.6.6.	1
55	3.4.4.5.6.	3
55	3.4.4.6.6.	3
55	3.4.5.5.	8
55	3.4.5.5.5.	3
55	3.4.5.5.6.6.8.	51
55	3.4.5.5.6.7.	43
55	3.4.5.5.7.	1
55	3.4.5.6.	2
55	3.4.6.	2
55	3.4.6.6.	1
55	3.5.5.6.	3
55	3.5.5.7.7.	1
55	3.5.6.6.7.	4
55	3.5.6.7.	2
55	4.4.	1
55	4.4.4.5.5.6.7.	3
55	4.4.4.5.6.7.	1
55	4.4.4.6.7.	1
55	4.4.5.	1
55	4.4.5.5.5.6.	1
55	4.4.5.5.6.	4
55	4.4.5.5.6.6.6.6.	1
55	4.4.5.5.6.8.	1
55	4.4.5.6.7.	3
55	4.5.5.5.6.6.6.	15
55	4.5.5.5.6.7.	4
55	4.5.5.6.6.	2
55	4.5.5.6.6.6.6.7.	9
55	4.5.5.6.6.7.	5
55	4.5.6.	2
55	4.5.6.6.6.8.	3
55	4.6.6.6.7.8.	3
55	5.5.6.	2
55	5.6.7.	3
56	1.1.2.4.	3
56	1.1.3.5.	1
56	1.1.4.	43
56	1.2.	93
56	1.2.2.4.	3
56	1.2.3.	2
56	1.2.3.3.4.	3
56	1.2.3.4.	14
56	1.2.3.4.4.	2
56	1.2.4.	22
56	1.2.4.4.	1
56	1.2.4.4.4.	2
56	1.2.4.5.	6
56	1.3.	9
56	1.3.3.	9
56	1.3.3.3.4.5.	1
56	1.3.3.3.5.5.	1
56	1.3.3.4.	3
56	1.3.4.	3
56	1.3.4.4.	1
56	1.3.4.4.5.6.6.	3
56	1.3.4.5.	2
56	1.3.4.5.6.	1
56	1.3.5.	2
56	1.3.5.5.	3
56	1.4.	6
56	1.4.4.5.	8
56	1.4.4.5.6.	1
56	1.4.5.6.6.	25
56	2.2.	52
56	2.2.2.3.4.	2
56	2.2.2.4.	3
56	2.2.2.5.	16
56	2.2.3.	8
56	2.2.3.3.	1
56	2.2.3.3.4.	4
56	2.2.3.3.5.	2
56	2.2.3.3.6.	1
56	2.2.3.4.	9
56	2.2.3.4.5.	4
56	2.2.3.5.	47
56	2.2.3.5.6.	1
56	2.2.3.6.	1
56	2.2.4.	20
56	2.2.4.4.4.	3
56	2.2.5.	2
56	2.3.	31
56	2.3.3.	1
56	2.3.3.3.4.	2
56	2.3.3.3.4.6.	11
56	2.3.3.3.5.	4
56	2.3.3.3.5.6.	14
56	2.3.3.4.	9
56	2.3.3.4.4.	2
56	2.3.3.4.5.5.	2
56	2.3.3.4.5.6.7.	1
56	2.3.3.4.6.7.	2
56	2.3.3.5.	1
56	2.3.3.6.	2
56	2.3.4.	18
56	2.3.4.4.5.7.7.	48
56	2.3.4.5.	7
56	2.3.4.5.6.	1
56	2.3.4.6.	4
56	2.3.4.6.6.	2
56	2.3.5.	12
56	2.3.5.6.	9
56	2.3.6.	1
56	2.4.	11
56	2.4.4.	2
56	2.4.4.5.	4
56	2.4.4.6.	3
56	2.4.5.	4
56	2.4.5.7.7.	57
56	2.5.5.	3
56	3.3.	1
56	3.3.3.3.5.	1
56	3.3.3.4.5.	19
56	3.3.3.4.5.6.	10
56	3.3.3.4.6.	18
56	3.3.3.5.	1
56	3.3.3.5.5.6.	9
56	3.3.3.5.6.	34
56	3.3.4.4.5.6.	14
56	3.3.4.5.	5
56	3.3.4.5.6.7.	1
56	3.3.4.6.	1
56	3.3.5.6.	1
56	3.4.	2
56	3.4.4.4.6.7.	32
56	3.4.4.5.5.7.7.	23
56	3.4.4.5.6.7.	17
56	3.4.4.6.6.	2
56	3.4.4.6.7.	5
56	3.4.5.	6
56	3.4.5.6.	1
56	3.5.6.	1
56	4.4.4.5.5.7.7.	27
56	4.4.5.7.7.	3
56	4.5.	2
56	4.5.7.	1
57	1.1.2.	4
57	1.1.2.2.3.	1
57	1.1.2.3.	4
57	1.1.3.	21
57	1.2.	54
57	1.2.2.	6
57	1.2.2.3.	3
57	1.2.2.3.3.	4
57	1.2.2.3.4.	1
57	1.2.2.4.	1
57	1.2.2.4.4.	1
57	1.2.3.	11
57	1.2.3.3.	9
57	1.2.3.3.4.	1
57	1.2.4.	56
57	1.2.4.5.	1
57	1.3.	3
57	1.3.3.3.	15
57	1.3.3.3.4.	1
57	1.3.3.3.5.	18
57	1.3.3.4.	9
57	1.3.3.4.5.6.	2
57	1.3.3.5.	17
57	1.3.4.	6
57	1.3.4.4.	3
57	1.3.4.4.6.6.	4
57	1.3.4.5.	1
57	1.3.4.5.5.	2
57	1.3.5.	12
57	1.3.5.5.5.	2
57	1.4.	4
57	1.4.5.5.6.	34
57	2.2.	50
57	2.2.2.	2
57	2.2.2.4.	5
57	2.2.2.4.4.	9
57	2.2.2.4.4.6.	2
57	2.2.3.3.4.	11
57	2.2.3.3.5.5.	2
57	2.2.3.4.	7
57	2.2.3.4.4.	11
57	2.2.3.4.5.5.6.	1
57	2.2.4.	29
57	2.2.4.4.	2
57	2.2.4.4.5.	3
57	2.2.4.5.	5
57	2.2.4.5.5.	1
57	2.2.5.	1
57	2.3.	14
57	2.3.3.3.	1
57	2.3.3.3.5.	5
57	2.3.3.3.5.5.	1
57	2.3.3.3.6.6.	1
57	2.3.3.4.	6
57	2.3.3.4.5.	17
57	2.3.3.4.5.5.	2
57	2.3.3.4.5.6.	12
57	2.3.3.4.5.6.6.	1
57	2.3.3.5.	7
57	2.3.3.5.5.	2
57	2.3.4.	14
57	2.3.4.4.	16
57	2.3.4.4.5.	21
57	2.3.4.4.6.	3
57	2.3.4.4.6.6.7.	60
57	2.3.4.4.6.7.	1
57	2.3.4.5.5.	3
57	2.3.4.5.6.	6
57	2.3.4.5.6.6.	2
57	2.3.4.6.6.	6
57	2.3.5.	1
57	2.3.5.5.5.	2
57	2.4.	1
57	2.4.4.4.	1
57	2.4.4.6.7.	1
57	2.4.5.	1
57	2.4.5.5.5.	4
57	2.4.5.5.5.5.	1
57	2.4.5.5.7.7.	71
57	2.4.5.6.	1
57	2.5.	4
57	3.3.3.4.5.	14
57	3.3.3.4.5.6.	2
57	3.3.3.5.	2
57	3.3.4.	3
57	3.3.4.4.5.	14
57	3.3.4.5.	4
57	3.3.4.5.5.	2
57	3.3.4.5.6.	10
57	3.3.5.	1
57	3.4.	4
57	3.4.4.	1
57	3.4.4.4.6.	19
57	3.4.4.4.6.6.	18
57	3.4.4.4.6.7.	1
57	3.4.4.5.6.6.	25
57	3.4.4.6.6.	1
57	3.4.5.	2
57	3.4.5.5.	5
57	3.4.5.5.5.5.	11
57	3.4.5.5.6.	2
57	3.4.5.6.	1
57	3.4.5.6.6.	1
57	3.4.6.6.	1
57	3.5.	4
57	3.5.5.5.6.	1
57	3.5.6.	2
57	4.4.4.5.7.7.	4
57	4.4.5.5.6.6.7.	13
57	4.4.5.5.7.	2
57	4.4.5.6.	2
57	4.4.6.	3
57	4.5.5.	1
57	4.5.5.6.7.	3
58	1.1.2.	1
58	1.1.2.3.	2
58	1.2.	51
58	1.2.2.4.	2
58	1.2.3.	3
58	1.2.3.3.	1
58	1.2.3.3.4.	1
58	1.2.3.4.	2
58	1.2.4.	90
58	1.3.	10
58	1.3.3.	1
58	1.3.3.4.5.	1
58	1.3.4.	3
58	1.3.5.	1
58	1.4.	2
58	1.4.4.	3
58	1.4.5.	3
58	2.2.	11
58	2.2.2.4.5.	1
58	2.2.3.	3
58	2.2.3.3.4.	7
58	2.2.3.3.4.4.	1
58	2.2.3.3.4.5.	2
58	2.2.3.4.	5
58	2.2.3.4.5.	3
58	2.2.4.	11
58	2.2.5.	13
58	2.3.	3
58	2.3.3.	6
58	2.3.3.3.4.5.	1
58	2.3.3.4.	38
58	2.3.3.4.4.6.	4
58	2.3.3.4.5.	2
58	2.3.3.5.	2
58	2.3.3.5.5.	2
58	2.3.4.	40
58	2.3.4.4.5.	4
58	2.3.4.5.	76
58	2.3.4.5.5.	1
58	2.3.4.5.6.	2
58	2.3.4.6.	1
58	2.3.5.	50
58	2.3.6.	18
58	2.4.	1
58	2.4.4.	12
58	2.4.4.4.	1
58	2.4.4.5.6.	2
58	2.4.4.6.	21
58	2.4.5.	29
58	2.4.6.	48
58	2.4.6.6.	1
58	2.4.6.7.	2
58	2.5.5.	8
58	2.5.6.	1
58	2.6.	1
58	3.3.3.4.	4
58	3.3.3.4.4.	2
58	3.3.3.4.4.5.6.	3
58	3.3.3.4.4.6.	1
58	3.3.3.4.5.	2
58	3.3.3.4.5.5.6.	3
58	3.3.3.4.5.6.	14
58	3.3.3.4.6.	4
58	3.3.3.5.	3
58	3.3.3.5.6.	1
58	3.3.4.	5
58	3.3.4.4.4.5.	5
58	3.3.4.4.4.5.7.	1
58	3.3.4.4.4.6.	1
58	3.3.4.4.4.7.	1
58	3.3.4.4.5.	72
58	3.3.4.4.5.5.7.	5
58	3.3.4.4.6.	3
58	3.3.4.5.5.	2
58	3.3.4.5.5.6.	2
58	3.3.4.5.5.7.	12
58	3.3.4.6.	2
58	3.3.5.5.	3
58	3.3.5.5.7.	1
58	3.4.4.	1
58	3.4.4.4.	1
58	3.4.4.4.5.6.	3
58	3.4.4.5.5.	1
58	3.4.4.5.5.7.	2
58	3.4.4.5.5.7.8.	1
58	3.4.4.5.6.	3
58	3.4.4.5.6.6.	1
58	3.4.4.5.6.6.7.	1
58	3.4.4.6.	4
58	3.4.4.6.6.	1
58	3.4.4.7.	1
58	3.4.5.	1
58	3.4.5.5.	2
58	3.4.5.5.6.6.	1
58	3.4.5.6.	5
58	3.4.5.6.6.	1
58	3.4.5.6.7.	3
58	3.4.5.6.7.7.	1
58	3.4.6.6.	1
58	3.4.6.6.7.	1
58	3.5.6.6.	2
58	4.4.4.4.5.6.	2
58	4.4.4.4.5.6.7.	12
58	4.4.4.4.5.6.7.8.	1
58	4.4.4.5.	1
58	4.4.4.5.5.6.	3
58	4.4.4.5.5.6.7.	29
58	4.4.4.5.5.6.7.8.	3
58	4.4.4.5.5.7.	1
58	4.4.4.5.6.	1
58	4.4.4.5.6.6.	1
58	4.4.4.5.6.7.	18
58	4.4.5.5.5.6.7.	24
58	4.4.5.5.6.	6
58	4.4.5.5.6.6.7.	42
58	4.4.5.5.6.7.7.	6
58	4.4.5.5.6.8.8.	2
58	4.4.5.5.7.7.7.	1
58	4.4.5.6.7.	1
58	4.4.5.6.7.7.	3
58	4.4.5.7.7.	3
58	4.4.6.7.7.	1
58	4.5.5.	2
58	4.5.5.5.6.7.7.	1
58	4.5.5.5.6.7.8.8.	42
58	4.5.5.5.7.7.	2
58	4.5.5.5.7.7.7.	1
58	4.5.5.6.6.8.	1
58	4.5.5.6.7.	1
58	4.5.5.7.7.7.	1
58	4.5.5.7.8.	1
58	4.5.6.7.7.	2
58	5.5.5.5.6.7.8.8.	48
58	5.5.5.6.6.7.8.8.	53
58	5.5.5.6.7.8.	6
58	5.5.5.6.8.8.8.	9
58	5.5.6.8.8.8.	3
59	1	1
59	1.1.2.	4
59	1.1.2.3.	1
59	1.2.	16
59	1.2.2.	30
59	1.2.2.2.	2
59	1.2.2.2.4.	3
59	1.2.2.4.	12
59	1.2.3.	2
59	1.2.3.3.	2
59	1.2.3.3.5.	1
59	1.2.4.	36
59	1.3.3.	3
59	1.3.3.3.4.	1
59	1.3.3.4.	7
59	1.3.3.5.	1
59	1.3.3.5.5.	1
59	1.3.4.4.6.	5
59	1.3.4.5.	1
59	1.4.4.4.	1
59	1.4.4.4.5.	1
59	1.4.4.5.5.	1
59	1.4.5.5.	1
59	2.2.	6
59	2.2.2.	17
59	2.2.2.3.	1
59	2.2.2.3.5.	4
59	2.2.2.4.	3
59	2.2.2.5.	2
59	2.2.3.	30
59	2.2.3.3.	8
59	2.2.3.3.4.	4
59	2.2.3.3.5.5.	1
59	2.2.3.4.	16
59	2.2.3.4.4.	1
59	2.2.3.4.5.	5
59	2.2.4.	19
59	2.2.4.4.	2
59	2.2.4.4.5.	1
59	2.2.4.5.5.5.	2
59	2.3.3.	13
59	2.3.3.3.4.	1
59	2.3.3.4.	27
59	2.3.3.4.4.	2
59	2.3.3.4.6.	1
59	2.3.3.5.	7
59	2.3.3.5.5.	1
59	2.3.4.	7
59	2.3.4.4.	12
59	2.3.4.4.4.	3
59	2.3.4.4.5.	10
59	2.3.4.4.6.	1
59	2.3.4.5.	2
59	2.3.4.5.6.	1
59	2.3.4.5.6.6.	2
59	2.3.5.5.	2
59	2.3.5.5.5.6.	1
59	2.4.4.	1
59	2.4.4.4.	3
59	2.4.4.4.5.	3
59	2.4.4.5.	7
59	2.4.4.5.6.	7
59	2.4.4.5.6.7.	3
59	2.4.4.5.7.	3
59	2.4.5.5.	15
59	2.4.5.5.5.	2
59	2.4.5.5.6.	10
59	2.4.5.5.6.6.	3
59	2.4.5.6.6.	2
59	2.4.6.6.6.	2
59	2.5.5.5.	1
59	2.5.5.5.6.6.	3
59	2.5.5.6.	3
59	3.3.3.	5
59	3.3.3.4.	4
59	3.3.3.4.5.	5
59	3.3.3.5.	3
59	3.3.4.	5
59	3.3.4.4.	2
59	3.3.4.4.4.	1
59	3.3.4.4.4.5.	20
59	3.3.4.4.5.	7
59	3.3.4.4.5.5.	1
59	3.3.4.4.6.	2
59	3.3.4.5.	12
59	3.3.4.5.5.	13
59	3.3.4.5.6.	4
59	3.3.4.5.7.	1
59	3.3.4.5.7.7.	2
59	3.3.4.6.	1
59	3.3.5.5.	2
59	3.3.5.5.5.5.	1
59	3.3.5.5.5.6.	1
59	3.3.5.5.5.6.6.	1
59	3.3.5.5.6.	1
59	3.3.5.5.6.6.	1
59	3.3.5.6.6.6.7.	2
59	3.4.	1
59	3.4.4.	1
59	3.4.4.4.	7
59	3.4.4.4.5.6.	1
59	3.4.4.5.	5
59	3.4.4.5.5.	15
59	3.4.4.5.5.5.	3
59	3.4.4.5.6.	3
59	3.4.4.6.	2
59	3.4.5.	5
59	3.4.5.5.	5
59	3.4.5.5.5.5.	2
59	3.4.5.5.5.6.6.	1
59	3.4.5.5.6.	1
59	3.4.5.5.6.6.	3
59	3.4.5.5.6.7.	2
59	3.4.5.6.	14
59	3.4.5.6.6.	8
59	3.4.5.6.6.6.	3
59	3.4.5.6.6.7.	5
59	3.4.5.6.7.	8
59	3.4.5.6.7.7.	3
59	3.4.6.6.6.7.	1
59	3.4.6.6.6.7.7.	1
59	3.4.6.6.7.	1
59	3.4.6.6.7.7.	2
59	3.5.5.	1
59	3.5.5.5.5.6.	3
59	3.5.5.5.6.	1
59	3.5.5.5.6.6.6.	1
59	3.5.5.6.	5
59	3.5.5.6.6.	4
59	3.5.5.6.6.6.6.	2
59	3.5.5.6.6.6.7.	1
59	3.5.5.6.6.7.	8
59	3.5.5.6.7.	3
59	3.5.5.6.7.8.	1
59	3.5.6.6.	1
59	3.5.6.6.7.	2
59	3.6.6.6.6.	1
59	3.6.6.6.7.	1
59	3.6.6.6.7.7.	1
59	3.6.6.7.7.	1
59	4.4.4.4.5.	2
59	4.4.4.5.	3
59	4.4.4.5.5.6.	1
59	4.4.4.5.6.	3
59	4.4.4.6.	3
59	4.4.4.6.6.	8
59	4.4.4.6.7.	1
59	4.4.4.6.7.8.	2
59	4.4.5.	1
59	4.4.5.5.5.	1
59	4.4.5.5.5.5.6.	2
59	4.4.5.5.5.6.	3
59	4.4.5.5.6.6.	7
59	4.4.5.5.6.6.6.	4
59	4.4.5.5.6.6.6.7.	1
59	4.4.5.5.6.6.7.	1
59	4.4.5.6.	1
59	4.4.5.6.6.	6
59	4.4.5.6.6.6.	3
59	4.4.5.6.6.7.	4
59	4.4.5.7.	4
59	4.4.5.7.7.	2
59	4.4.6.	2
59	4.4.6.6.6.6.7.7.	1
59	4.4.6.6.6.7.8.	3
59	4.4.6.6.7.	1
59	4.4.6.7.7.	4
59	4.4.6.7.7.7.	3
59	4.4.6.7.7.8.	3
59	4.4.6.7.8.	2
59	4.5.5.5.	3
59	4.5.5.5.5.6.	2
59	4.5.5.5.6.7.7.	4
59	4.5.5.5.7.7.	6
59	4.5.5.6.	1
59	4.5.5.6.6.	1
59	4.5.5.6.6.6.	2
59	4.5.5.6.6.6.7.7.	2
59	4.5.5.6.6.7.7.8.	2
59	4.5.5.6.7.	8
59	4.5.5.6.7.7.	4
59	4.5.5.6.7.7.7.	4
59	4.5.5.7.	7
59	4.5.5.7.7.	16
59	4.5.5.7.7.7.	5
59	4.5.5.7.7.8.	1
59	4.5.5.7.8.8.	1
59	4.5.6.	2
59	4.5.6.6.	2
59	4.5.6.6.6.	1
59	4.5.6.6.6.7.7.	1
59	4.5.6.6.6.7.7.8.	2
59	4.5.6.6.6.7.8.	4
59	4.5.6.6.7.7.7.	10
59	4.5.6.6.7.7.8.	1
59	4.5.6.6.7.8.8.	2
59	4.5.6.7.	3
59	4.5.6.7.7.	2
59	4.5.6.7.7.7.	2
59	4.5.6.7.7.8.	10
59	4.5.6.8.8.	8
59	4.6.6.6.7.	1
59	4.6.6.7.	3
59	4.6.6.7.7.	3
59	4.6.7.7.7.7.	1
59	4.6.7.7.7.8.	1
59	4.6.7.7.8.	3
59	5.5.5.5.5.6.7.	4
59	5.5.5.5.6.6.7.	2
59	5.5.5.5.6.7.7.	1
59	5.5.5.6.6.	1
59	5.5.5.6.6.7.	1
59	5.5.5.6.7.7.	5
59	5.5.6.	1
59	5.5.6.6.6.7.7.	3
59	5.5.6.6.6.7.7.7.	2
59	5.5.6.6.6.7.8.8.	24
59	5.5.6.7.7.	2
59	5.5.6.7.7.7.	1
59	5.5.6.7.8.8.	20
59	5.5.6.8.	15
59	5.5.6.8.8.8.	20
59	5.5.7.	1
59	5.5.7.7.7.	1
59	5.5.7.8.	5
59	5.6.6.6.6.7.8.8.	26
59	5.6.6.6.8.8.8.	22
59	5.6.7.7.8.8.	1
59	5.6.7.8.8.8.	13
60	1.1.2.	2
60	1.1.2.2.	1
60	1.1.2.3.	2
60	1.2.	6
60	1.2.2.	17
60	1.2.2.2.4.	7
60	1.2.2.3.	1
60	1.2.2.4.	28
60	1.2.3.	1
60	1.2.4.	26
60	1.3.3.	23
60	1.3.3.3.	2
60	1.3.3.4.	1
60	1.3.3.4.5.	4
60	1.3.4.	3
60	1.3.4.4.4.5.	1
60	1.3.4.4.5.	2
60	2	1
60	2.2.	7
60	2.2.2.	5
60	2.2.2.4.5.	1
60	2.2.2.5.	3
60	2.2.3.	15
60	2.2.3.3.	3
60	2.2.3.3.4.	2
60	2.2.3.3.5.	2
60	2.2.3.3.5.5.	3
60	2.2.3.4.	1
60	2.2.3.4.5.	3
60	2.2.3.5.	17
60	2.2.3.5.5.	2
60	2.2.4.	34
60	2.2.4.4.4.5.	1
60	2.2.4.4.5.	1
60	2.2.4.5.	8
60	2.2.4.5.6.6.	1
60	2.3.3.	16
60	2.3.3.3.	1
60	2.3.3.4.	10
60	2.3.3.4.5.6.	1
60	2.3.3.5.	14
60	2.3.3.5.6.	2
60	2.3.3.5.6.6.	1
60	2.3.3.6.	1
60	2.3.4.	5
60	2.3.4.4.4.	1
60	2.3.4.4.4.5.	1
60	2.3.4.4.5.	4
