gid	mod	cnt
64	2.3.3.3.3.4.4.5.	1
64	2.3.3.3.4.5.	1
64	2.3.3.3.4.5.5.6.	1
64	2.3.3.3.5.5.5.	2
64	2.3.3.3.6.	8
64	2.3.3.3.7.	1
64	2.3.3.4.	1
64	2.3.3.4.4.	3
64	2.3.3.4.4.4.5.6.	1
64	2.3.3.4.4.5.5.6.	2
64	2.3.3.4.5.	1
64	2.3.3.4.5.5.	1
64	2.3.3.4.6.	2
64	2.3.3.4.7.	4
64	2.3.3.5.	1
64	2.3.3.5.5.6.	1
64	2.3.3.5.6.7.	3
64	2.3.3.5.6.8.	1
64	2.3.3.6.	3
64	2.3.3.6.7.	1
64	2.3.3.7.	22
64	2.3.4.	28
64	2.3.4.4.	4
64	2.3.4.4.4.6.	1
64	2.3.4.4.5.5.	3
64	2.3.4.4.6.	4
64	2.3.4.4.7.	1
64	2.3.4.4.8.	10
64	2.3.4.5.5.5.6.	2
64	2.3.4.5.7.	5
64	2.3.4.5.8.	1
64	2.3.4.6.8.	1
64	2.3.4.7.	3
64	2.3.4.8.	2
64	2.3.5.	5
64	2.3.5.5.6.	1
64	2.3.5.6.9.	5
64	2.3.5.8.	2
64	2.3.6.	9
64	2.3.7.	1
64	2.4.	3
64	2.4.4.	5
64	2.4.4.4.	1
64	2.4.4.4.4.6.	2
64	2.4.4.4.5.6.	1
64	2.4.4.5.5.6.	2
64	2.4.4.5.5.6.7.	1
64	2.4.4.5.6.6.7.	1
64	2.4.4.5.7.	1
64	2.4.4.5.8.	3
64	2.4.4.6.	4
64	2.4.4.6.8.	31
64	2.4.5.	11
64	2.4.5.5.	1
64	2.4.5.5.6.7.	2
64	2.4.5.7.	1
64	2.4.6.	10
64	2.4.7.	4
64	2.5.	2
64	2.5.5.	4
64	2.5.7.	3
64	2.6.7.	1
64	3.3.	3
64	3.3.3.3.4.6.	1
64	3.3.3.3.4.7.	1
64	3.3.3.4.4.5.	1
64	3.3.3.4.4.5.6.	1
64	3.3.3.4.5.5.6.6.	3
64	3.3.3.4.5.6.	1
64	3.3.3.4.6.7.	2
64	3.3.3.5.	1
64	3.3.3.5.5.6.	1
64	3.3.3.5.5.8.	1
64	3.3.3.5.6.	1
64	3.3.3.5.7.	19
64	3.3.3.5.8.	2
64	3.3.3.6.6.8.	3
64	3.3.3.7.	1
64	3.3.4.	2
64	3.3.4.4.	2
64	3.3.4.4.4.5.6.6.7.	1
64	3.3.4.4.4.6.	2
64	3.3.4.4.5.	5
64	3.3.4.4.5.5.6.	2
64	3.3.4.4.6.	1
64	3.3.4.4.6.6.	2
64	3.3.4.5.5.	1
64	3.3.4.5.5.5.5.6.	1
64	3.3.4.5.5.6.	2
64	3.3.4.5.6.7.	3
64	3.3.4.5.7.	2
64	3.3.4.5.8.	3
64	3.3.4.6.	1
64	3.3.4.6.6.8.	1
64	3.3.4.6.8.	3
64	3.3.4.7.	1
64	3.3.5.	8
64	3.3.5.5.5.5.7.	1
64	3.3.5.8.	2
64	3.3.6.6.9.	4
64	3.3.7.	3
64	3.4.4.4.4.4.	1
64	3.4.4.4.4.4.5.6.	1
64	3.4.4.4.4.5.5.	1
64	3.4.4.4.4.5.6.	1
64	3.4.4.4.4.5.6.7.	2
64	3.4.4.4.4.6.6.6.7.	1
64	3.4.4.4.5.	1
64	3.4.4.4.5.5.6.7.	1
64	3.4.4.4.5.6.6.	4
64	3.4.4.4.6.	1
64	3.4.4.5.5.5.6.	1
64	3.4.4.5.5.5.6.7.	3
64	3.4.4.5.5.6.	6
64	3.4.4.5.5.6.6.7.7.	1
64	3.4.4.5.6.	1
64	3.4.4.5.6.9.	3
64	3.4.4.5.7.	4
64	3.4.4.6.	1
64	3.4.4.6.6.6.8.	2
64	3.4.4.6.7.9.	33
64	3.4.4.6.8.	4
64	3.4.4.6.9.	3
64	3.4.4.7.	1
64	3.4.5.	5
64	3.4.5.5.	2
64	3.4.5.5.6.6.6.	1
64	3.4.5.5.6.7.	1
64	3.4.5.5.7.	1
64	3.4.5.5.8.	1
64	3.4.5.6.	2
64	3.4.5.6.6.7.8.	2
64	3.4.5.6.6.8.	3
64	3.4.5.6.7.	2
64	3.4.5.8.	1
64	3.4.6.	5
64	3.4.6.8.	1
64	3.4.7.	3
64	3.5.5.	6
64	3.5.5.6.	1
64	3.5.5.6.6.7.7.	1
64	3.5.5.6.7.8.	1
64	3.5.5.6.8.	2
64	3.5.5.7.8.8.	1
64	3.5.6.	2
64	3.5.6.6.	5
64	3.5.7.	3
64	3.5.8.	2
64	3.6.7.	1
64	3.6.7.7.	1
64	3.6.8.	4
64	4.4.4.4.5.7.	1
64	4.4.4.5.5.5.6.8.	5
64	4.4.4.5.5.6.	1
64	4.4.4.5.5.6.6.6.	1
64	4.4.4.5.5.6.6.7.	1
64	4.4.4.5.5.6.7.	1
64	4.4.4.5.5.6.7.7.	7
64	4.4.4.5.5.7.	2
64	4.4.4.5.6.	1
64	4.4.4.6.6.8.	2
64	4.4.4.7.8.8.	1
64	4.4.4.7.9.	2
64	4.4.5.	2
64	4.4.5.5.5.6.	1
64	4.4.5.5.5.6.6.6.8.	1
64	4.4.5.5.5.6.7.	57
64	4.4.5.5.5.6.7.7.	2
64	4.4.5.5.6.6.7.	1
64	4.4.5.5.6.6.7.7.	3
64	4.4.5.5.6.6.9.	2
64	4.4.5.6.	1
64	4.4.5.6.7.7.9.	9
64	4.4.5.6.7.8.	2
64	4.4.5.6.8.9.	3
64	4.4.5.7.8.	2
64	4.4.5.8.	1
64	4.4.6.	2
64	4.4.6.7.9.	1
64	4.4.6.9.	1
64	4.4.7.	9
64	4.4.7.7.	1
64	4.4.8.	1
64	4.5.5.	1
64	4.5.5.5.5.6.6.	3
64	4.5.5.5.5.8.	1
64	4.5.5.5.6.	1
64	4.5.5.5.6.6.7.8.	80
64	4.5.5.5.6.7.	1
64	4.5.5.6.6.6.7.7.8.	9
64	4.5.5.6.6.7.8.	5
64	4.5.5.6.7.	1
64	4.5.5.6.7.7.8.9.	1
64	4.5.5.6.7.8.	1
64	4.5.5.6.8.9.	2
64	4.5.5.7.7.8.	1
64	4.5.5.7.7.9.	4
64	4.5.6.6.	2
64	4.5.6.6.7.7.8.	1
64	4.5.6.7.	7
64	4.5.6.7.7.8.	1
64	4.5.6.7.9.	1
64	4.5.8.	1
64	4.6.6.6.8.	1
64	4.6.7.	1
64	4.6.7.8.	1
64	4.6.9.	1
64	4.7.8.	1
64	4.7.9.	14
64	5.5.5.6.6.7.7.	13
64	5.5.5.6.6.7.9.	1
64	5.5.5.7.7.9.	2
64	5.5.6.6.	1
64	5.5.6.6.7.8.9.	8
64	5.5.6.7.7.	1
64	5.5.6.7.8.8.9.	8
64	5.5.6.7.8.9.	6
64	5.5.7.7.	2
64	5.5.7.7.9.	1
64	5.5.7.8.	1
64	5.5.8.8.	1
64	5.6.6.6.7.	1
64	5.6.6.7.7.	5
64	5.6.6.7.8.	1
64	5.7.7.7.	1
64	5.7.7.9.	1
64	5.8.8.9.	2
64	6.6.7.7.8.	3
64	6.6.7.8.8.	2
65	1.1.2.3.	2
65	1.2.	11
65	1.2.2.	2
65	1.2.2.2.4.	2
65	1.2.2.4.	32
65	1.2.3.	1
65	1.2.3.3.4.	4
65	1.2.3.3.4.5.	2
65	1.2.3.4.5.	1
65	1.2.3.5.	2
65	1.2.4.	20
65	1.3.3.	4
65	1.3.3.3.4.	1
65	1.3.3.4.	9
65	1.3.3.4.4.5.	1
65	1.3.3.5.	2
65	1.3.3.5.5.	2
65	1.3.4.4.5.6.	1
65	1.3.4.4.5.6.6.	1
65	1.3.4.5.	3
65	1.3.4.5.6.6.	1
65	1.3.5.	2
65	1.3.5.6.	4
65	1.4.4.5.5.6.	2
65	1.4.4.5.5.6.6.	1
65	1.4.5.6.6.	1
65	2	1
65	2.2.	30
65	2.2.2.	1
65	2.2.2.4.	3
65	2.2.2.5.	1
65	2.2.3.	3
65	2.2.3.3.	3
65	2.2.3.3.4.	1
65	2.2.3.3.5.	2
65	2.2.3.3.5.5.	5
65	2.2.3.4.	1
65	2.2.3.4.4.	1
65	2.2.3.4.5.	1
65	2.2.3.4.5.5.	1
65	2.2.3.4.6.	1
65	2.2.3.5.	14
65	2.2.4.	18
65	2.2.4.4.4.5.	1
65	2.2.4.4.6.	1
65	2.2.4.5.6.	1
65	2.2.5.	8
65	2.3.	6
65	2.3.3.	6
65	2.3.3.3.3.4.	1
65	2.3.3.3.4.	1
65	2.3.3.3.4.5.	1
65	2.3.3.4.	6
65	2.3.3.4.4.	1
65	2.3.3.4.4.6.	1
65	2.3.3.4.5.	6
65	2.3.3.4.5.6.	1
65	2.3.3.4.5.6.6.	5
65	2.3.3.5.	5
65	2.3.3.5.5.	2
65	2.3.3.5.5.6.	1
65	2.3.3.6.	1
65	2.3.4.	15
65	2.3.4.4.5.	1
65	2.3.4.4.5.5.6.	1
65	2.3.4.4.5.6.	2
65	2.3.4.4.5.6.7.	1
65	2.3.4.4.5.7.	2
65	2.3.4.4.6.	10
65	2.3.4.4.6.6.	1
65	2.3.4.4.7.	2
65	2.3.4.5.	17
65	2.3.4.5.5.5.6.	1
65	2.3.4.5.5.6.	1
65	2.3.4.5.5.7.7.	1
65	2.3.4.5.6.	6
65	2.3.4.6.	2
65	2.3.4.6.6.	3
65	2.3.5.	7
65	2.3.5.5.	8
65	2.3.5.5.6.7.7.	1
65	2.3.5.6.	2
65	2.3.5.6.7.	1
65	2.3.6.7.	1
65	2.4.	1
65	2.4.4.4.4.5.	1
65	2.4.4.4.5.5.	1
65	2.4.4.4.6.	1
65	2.4.4.5.5.7.	1
65	2.4.4.5.6.	2
65	2.4.4.5.6.7.	3
65	2.4.4.5.6.7.7.	1
65	2.4.4.5.7.7.	1
65	2.4.4.6.	1
65	2.4.5.	4
65	2.4.5.5.	1
65	2.4.5.5.6.	1
65	2.4.5.6.	2
65	2.4.5.6.7.	2
65	2.4.6.6.7.	3
65	2.5.5.	2
65	2.5.5.5.6.7.7.	1
65	2.5.5.5.6.7.8.	2
65	2.5.5.6.	2
65	2.5.5.6.6.6.7.7.	1
65	2.5.5.6.6.7.8.	1
65	2.5.5.7.7.	1
65	2.5.6.	6
65	2.5.6.6.7.	1
65	2.5.6.7.7.	1
65	3.3.	2
65	3.3.3.	1
65	3.3.3.4.	1
65	3.3.3.4.6.	3
65	3.3.3.4.6.7.	1
65	3.3.3.5.6.	2
65	3.3.4.	4
65	3.3.4.4.	1
65	3.3.4.4.4.7.	2
65	3.3.4.4.5.	7
65	3.3.4.4.5.5.	1
65	3.3.4.4.5.6.	4
65	3.3.4.4.5.6.7.	1
65	3.3.4.4.5.7.	2
65	3.3.4.4.6.	2
65	3.3.4.4.6.7.	2
65	3.3.4.5.	2
65	3.3.4.5.5.	1
65	3.3.4.5.5.6.	4
65	3.3.4.5.5.6.7.	2
65	3.3.4.5.6.	3
65	3.3.4.5.6.6.7.	1
65	3.3.4.5.6.7.	1
65	3.3.4.5.7.	2
65	3.3.4.6.	1
65	3.3.5.	1
65	3.3.5.5.	2
65	3.3.5.5.6.	1
65	3.3.5.6.	1
65	3.3.5.6.6.	1
65	3.3.5.6.6.7.7.8.	1
65	3.3.5.6.7.8.	1
65	3.3.6.	3
65	3.3.6.7.	3
65	3.3.6.7.8.	1
65	3.3.7.8.	1
65	3.3.7.8.9.	1
65	3.4.	2
65	3.4.4.	4
65	3.4.4.4.4.5.	1
65	3.4.4.4.4.6.	1
65	3.4.4.4.4.7.	2
65	3.4.4.4.5.	1
65	3.4.4.4.5.5.7.	1
65	3.4.4.4.5.6.	4
65	3.4.4.4.6.	2
65	3.4.4.5.	2
65	3.4.4.5.5.5.6.	1
65	3.4.4.5.5.7.8.	2
65	3.4.4.5.6.	1
65	3.4.4.5.6.6.	1
65	3.4.4.5.6.6.7.7.	1
65	3.4.4.5.6.7.	8
65	3.4.4.5.6.7.8.	3
65	3.4.4.5.7.	1
65	3.4.4.6.	2
65	3.4.4.6.6.	1
65	3.4.4.6.7.	1
65	3.4.5.	2
65	3.4.5.5.	1
65	3.4.5.5.5.	2
65	3.4.5.5.5.5.7.	1
65	3.4.5.5.5.7.	1
65	3.4.5.5.5.7.7.8.	1
65	3.4.5.5.6.	2
65	3.4.5.5.6.6.	1
65	3.4.5.5.7.8.	3
65	3.4.5.6.	5
65	3.4.5.6.6.	3
65	3.4.5.6.6.8.	1
65	3.4.5.6.8.	2
65	3.4.5.7.	6
65	3.4.6.	1
65	3.4.6.6.7.	5
65	3.4.6.6.7.7.	1
65	3.4.6.7.7.	2
65	3.4.6.7.7.8.	2
65	3.4.6.7.8.	1
65	3.4.6.8.8.	1
65	3.5.5.	1
65	3.5.5.5.6.7.8.	1
65	3.5.5.5.6.8.8.	1
65	3.5.5.6.	1
65	3.5.5.6.6.8.8.	1
65	3.5.5.6.7.	3
65	3.5.5.6.7.7.	1
65	3.5.5.6.7.7.8.	1
65	3.5.5.6.7.7.8.8.	3
65	3.5.5.7.	1
65	3.5.5.7.8.	2
65	3.5.6.6.	1
65	3.5.6.6.6.8.8.	2
65	3.5.6.7.	3
65	3.5.6.7.8.	3
65	3.5.8.	1
65	3.6.6.6.7.8.8.8.	2
65	3.6.6.7.	3
65	3.6.6.7.8.	2
65	3.6.7.	1
65	3.6.8.	2
65	4.4.4.4.5.6.	1
65	4.4.4.4.5.7.	1
65	4.4.4.4.5.8.	1
65	4.4.4.4.7.8.	1
65	4.4.4.5.5.	1
65	4.4.4.5.5.6.	2
65	4.4.4.5.5.6.6.	1
65	4.4.4.5.5.6.7.	1
65	4.4.4.5.5.7.	1
65	4.4.4.5.5.7.8.	2
65	4.4.4.5.6.7.	3
65	4.4.4.5.6.7.8.	2
65	4.4.4.5.6.8.	1
65	4.4.5.5.5.5.6.	1
65	4.4.5.5.5.6.	2
65	4.4.5.5.5.6.7.	2
65	4.4.5.5.5.6.8.	4
65	4.4.5.5.5.7.	1
65	4.4.5.5.5.7.8.	1
65	4.4.5.5.6.	1
65	4.4.5.5.6.6.8.	3
65	4.4.5.5.6.6.8.8.	1
65	4.4.5.5.6.7.	2
65	4.4.5.5.6.7.7.8.	1
65	4.4.5.5.6.7.8.	1
65	4.4.5.5.6.8.9.	7
65	4.4.5.5.7.	2
65	4.4.5.5.7.8.	3
65	4.4.5.5.8.	3
65	4.4.5.6.	2
65	4.4.5.6.6.	1
65	4.4.5.6.6.7.7.9.	1
65	4.4.5.6.6.7.8.	1
65	4.4.5.6.6.8.	1
65	4.4.5.6.6.8.9.	2
65	4.4.5.6.7.	1
65	4.4.5.6.7.7.	5
65	4.4.5.6.8.8.	1
65	4.4.5.7.7.	4
65	4.4.5.7.8.	1
65	4.4.6.	1
65	4.4.6.6.6.7.	1
65	4.4.6.6.7.	1
65	4.4.6.6.7.9.	4
65	4.4.6.7.7.	1
65	4.4.7.7.8.	1
65	4.4.7.7.9.	1
65	4.4.7.8.8.9.	1
65	4.4.7.9.	1
65	4.4.7.9.9.	1
65	4.5.5.5.5.	1
65	4.5.5.5.5.5.	1
65	4.5.5.5.5.6.9.	1
65	4.5.5.5.5.7.	1
65	4.5.5.5.5.7.8.	1
65	4.5.5.5.5.7.9.	1
65	4.5.5.5.5.8.	1
65	4.5.5.5.6.6.	1
65	4.5.5.5.6.6.8.	1
65	4.5.5.5.6.7.8.	2
65	4.5.5.5.6.7.9.	3
65	4.5.5.5.6.8.	1
65	4.5.5.5.7.7.	1
65	4.5.5.5.7.8.	1
65	4.5.5.5.8.9.	3
65	4.5.5.6.	1
65	4.5.5.6.6.	1
65	4.5.5.6.6.6.6.7.8.	1
65	4.5.5.6.6.7.7.	1
65	4.5.5.6.6.7.7.8.8.	1
65	4.5.5.6.6.7.7.8.9.	1
65	4.5.5.6.6.7.8.	2
65	4.5.5.6.6.7.8.9.	1
65	4.5.5.6.6.8.	1
65	4.5.5.6.7.	1
65	4.5.5.6.7.7.8.	1
65	4.5.5.6.7.8.	1
65	4.5.5.6.7.9.	1
65	4.5.5.7.	1
65	4.5.5.7.7.	1
65	4.5.5.7.7.8.	1
65	4.5.5.7.8.	1
65	4.5.6.	3
65	4.5.6.6.	1
65	4.5.6.6.6.7.7.	1
65	4.5.6.6.6.7.8.	1
65	4.5.6.6.6.7.9.	1
65	4.5.6.6.6.8.	4
65	4.5.6.6.6.9.10.	3
65	4.5.6.6.7.	3
65	4.5.6.6.7.8.	2
65	4.5.6.6.7.9.	1
65	4.5.6.6.8.	1
65	4.5.6.6.9.	1
65	4.5.6.7.7.7.	1
65	4.5.6.7.8.10.	2
65	4.5.6.7.8.9.	2
65	4.5.6.8.	4
65	4.5.6.8.8.	1
65	4.5.7.	2
65	4.5.7.7.7.	1
65	4.5.7.7.7.8.8.10.	1
65	4.5.7.7.8.	1
65	4.5.7.7.9.	2
65	4.5.8.9.10.	2
65	4.6.6.6.	1
65	4.6.6.6.9.	2
65	4.6.6.7.7.9.	1
65	4.6.6.7.8.	1
65	4.6.6.7.8.8.9.	2
65	4.6.6.7.8.9.	1
65	4.6.6.8.	1
65	4.6.6.8.10.	1
65	4.6.6.8.9.	1
65	4.6.7.	1
65	4.6.7.7.7.8.8.9.	2
65	4.6.7.7.9.	1
65	4.6.7.8.	1
65	4.6.7.8.9.	1
65	4.6.7.9.	2
65	4.6.8.9.	1
65	4.7.7.8.8.	1
65	4.7.7.8.9.	1
65	5.5.5.5.	1
65	5.5.5.5.5.6.6.8.	1
65	5.5.5.5.5.7.9.	2
65	5.5.5.5.6.7.	1
65	5.5.5.5.6.7.7.	2
65	5.5.5.5.6.7.7.7.7.	2
65	5.5.5.5.6.7.9.	5
65	5.5.5.5.7.7.	1
65	5.5.5.5.7.7.9.	1
65	5.5.5.5.8.8.9.	1
65	5.5.5.6.6.6.7.7.	1
65	5.5.5.6.6.6.9.	1
65	5.5.5.6.6.7.7.8.8.	1
65	5.5.5.6.6.7.7.8.9.	1
65	5.5.5.6.6.7.9.	1
65	5.5.5.6.6.8.10.	2
65	5.5.5.6.6.9.	1
65	5.5.5.6.7.7.9.	1
65	5.5.5.6.8.9.	1
65	5.5.5.7.7.7.7.7.8.	1
65	5.5.5.7.7.7.7.9.	1
65	5.5.6.6.6.6.	1
65	5.5.6.6.6.6.7.7.	1
65	5.5.6.6.6.6.7.7.7.	2
65	5.5.6.6.6.6.7.9.	1
65	5.5.6.6.6.6.8.9.	1
65	5.5.6.6.6.7.7.10.	14
65	5.5.6.6.6.7.8.10.	1
65	5.5.6.6.6.7.8.9.	1
65	5.5.6.6.6.8.10.	3
65	5.5.6.6.7.7.8.9.	1
65	5.5.6.6.7.8.	2
65	5.5.6.7.	1
65	5.5.6.7.7.7.7.7.8.	1
65	5.5.6.7.7.8.8.8.10.	1
65	5.5.6.7.7.8.8.8.8.9.	1
65	5.5.6.7.7.9.	5
65	5.5.6.7.8.	1
65	5.5.6.7.8.10.	2
65	5.5.6.7.8.9.	1
65	5.5.6.8.8.9.	1
65	5.5.6.8.9.	2
65	5.5.6.8.9.10.	1
65	5.5.7.	1
65	5.5.7.7.10.	2
65	5.5.7.7.7.	1
65	5.5.7.7.7.8.	2
65	5.5.7.7.7.9.	2
65	5.5.7.7.9.	1
65	5.5.7.8.10.	7
65	5.5.7.9.10.	2
65	5.6.	1
65	5.6.6.	1
65	5.6.6.6.6.7.7.	3
65	5.6.6.6.6.7.7.7.8.8.	1
65	5.6.6.6.6.7.7.8.	1
65	5.6.6.6.6.7.7.9.10.	1
65	5.6.6.6.6.8.10.	2
65	5.6.6.6.6.8.8.10.	4
65	5.6.6.6.7.7.7.10.	1
65	5.6.6.6.7.7.9.	2
65	5.6.6.6.7.8.8.	2
65	5.6.6.6.7.9.11.	8
65	5.6.6.6.8.8.10.	6
65	5.6.6.6.9.9.10.	2
65	5.6.6.7.	2
65	5.6.6.7.10.	2
65	5.6.6.7.7.	1
65	5.6.6.7.7.7.10.	1
65	5.6.6.7.7.8.8.9.11.	1
65	5.6.6.7.7.9.9.	2
65	5.6.6.7.8.9.	2
65	5.6.6.8.8.	3
65	5.6.6.8.9.	2
65	5.6.6.8.9.9.	1
65	5.6.6.9.	1
65	5.6.7.7.	1
65	5.6.7.7.10.	1
65	5.6.7.7.7.7.8.8.8.	1
65	5.6.7.7.7.8.8.10.	2
65	5.6.7.7.7.8.8.11.	11
65	5.6.7.7.7.8.9.	1
65	5.6.7.7.8.10.	2
65	5.6.7.7.8.8.9.10.	2
65	5.6.7.7.9.10.	1
65	5.6.7.8.	1
65	5.6.7.8.8.10.	4
65	5.6.7.9.9.11.	8
65	5.7.7.7.9.	2
65	5.7.8.8.	2
65	5.7.9.10.	2
65	6.6.6.6.6.7.7.7.9.9.	2
65	6.6.6.6.6.8.8.10.	1
65	6.6.6.6.7.8.8.	1
65	6.6.6.6.7.8.8.10.	7
65	6.6.6.6.8.8.10.	5
65	6.6.6.6.9.9.10.	1
65	6.6.6.7.7.	1
65	6.6.6.7.7.7.8.10.	1
65	6.6.6.7.7.7.8.8.8.9.	1
65	6.6.6.7.8.8.8.	1
65	6.6.6.8.8.	3
65	6.6.6.8.8.11.	1
65	6.6.6.8.8.9.	1
65	6.6.7.7.7.7.8.10.	1
65	6.6.7.7.7.7.8.8.8.9.9.	8
65	6.6.7.7.7.8.8.9.11.	44
65	6.6.7.7.7.8.9.11.	3
65	6.6.7.7.8.	1
65	6.6.7.7.8.8.10.	1
65	6.6.7.8.	2
65	6.6.7.8.10.	1
65	6.6.7.8.8.8.9.	1
65	6.6.8.	3
65	6.6.8.9.11.	2
65	6.7.7.7.7.7.	1
65	6.7.7.7.8.10.	1
65	6.7.7.7.8.8.9.	1
65	6.7.7.7.8.9.9.11.	21
65	6.7.7.8.8.10.	7
65	6.7.7.8.8.9.	1
65	6.7.7.8.8.9.10.	2
65	6.7.7.8.9.	7
65	6.7.7.8.9.11.	9
65	6.7.7.9.9.10.	1
65	6.7.8.8.	2
65	6.7.8.8.8.10.	3
65	7.7.8.	1
65	7.7.8.8.8.9.10.	1
65	7.7.8.8.8.9.11.	1
65	7.8.8.8.9.9.11.	6
66	1	1
66	1.1.2.2.	4
66	1.1.2.2.4.	1
66	1.1.4.	16
66	1.2.	6
66	1.2.2.	2
66	1.2.2.2.	3
66	1.2.2.2.5.	2
66	1.2.2.3.4.	4
66	1.2.2.3.5.	1
66	1.2.2.4.	1
66	1.2.2.5.	2
66	1.2.3.	3
66	1.2.3.3.	3
66	1.2.3.3.4.5.	1
66	1.2.3.3.6.6.	1
66	1.2.3.5.	2
66	1.2.4.	30
66	1.2.4.5.6.	1
66	1.2.5.	2
66	1.3.	6
66	1.3.3.	3
66	1.3.3.4.	1
66	1.3.3.6.	2
66	1.3.4.	2
66	1.3.4.4.	2
66	1.3.4.4.5.	3
66	1.3.4.5.	3
66	1.3.4.6.	2
66	1.3.4.6.6.	1
66	1.3.5.5.5.7.	1
66	1.3.5.5.6.	1
66	1.3.5.6.6.	2
66	1.3.5.6.7.	1
66	1.4.4.	1
66	1.4.4.4.	1
66	1.4.4.4.5.6.	1
66	1.4.4.4.6.	1
66	1.4.4.5.7.	1
66	1.4.4.6.	2
66	1.4.4.7.	8
66	1.4.4.7.7.7.	1
66	1.4.5.	4
66	1.4.5.5.6.7.	1
66	1.4.5.5.6.7.7.8.9.	1
66	1.4.5.6.7.	2
66	1.4.5.6.8.	3
66	1.4.5.7.7.	2
66	1.4.5.7.7.8.	1
66	1.5.5.	1
66	1.5.5.7.8.8.	3
66	1.5.5.7.9.	9
66	1.5.6.7.8.	1
66	1.5.6.7.8.9.	7
66	2.2.	21
66	2.2.2.2.3.3.	1
66	2.2.2.2.4.5.	1
66	2.2.2.2.5.	2
66	2.2.2.3.5.	1
66	2.2.2.4.4.4.	1
66	2.2.2.5.	1
66	2.2.3.	2
66	2.2.3.3.	1
66	2.2.3.3.4.	4
66	2.2.3.3.4.6.	3
66	2.2.3.3.5.	1
66	2.2.3.3.6.	1
66	2.2.3.4.	2
66	2.2.3.4.5.	4
66	2.2.3.4.5.5.	2
66	2.2.3.4.6.	1
66	2.2.3.5.	3
66	2.2.3.5.5.	1
66	2.2.3.5.5.6.	1
66	2.2.3.5.6.6.	1
66	2.2.4.	2
66	2.2.4.4.6.7.	2
66	2.2.4.5.	13
66	2.2.4.5.5.	1
66	2.2.4.5.6.8.	1
66	2.2.5.	40
66	2.2.5.5.5.6.	1
66	2.2.5.6.6.6.6.	2
66	2.3.	13
66	2.3.3.3.4.	1
66	2.3.3.3.5.	1
66	2.3.3.3.6.	1
66	2.3.3.4.4.	2
66	2.3.3.4.4.5.	2
66	2.3.3.4.4.7.	1
66	2.3.3.4.5.	3
66	2.3.3.4.5.5.6.	1
66	2.3.3.4.5.6.	1
66	2.3.3.4.6.	3
66	2.3.3.4.6.6.	2
66	2.3.3.5.	5
66	2.3.3.5.5.	1
66	2.3.3.5.5.5.	1
66	2.3.3.5.5.5.6.	1
66	2.3.3.5.5.6.6.	1
66	2.3.3.5.6.	2
66	2.3.3.5.6.7.	1
66	2.3.3.5.6.7.7.	1
66	2.3.3.6.6.	1
66	2.3.4.	4
66	2.3.4.4.	1
66	2.3.4.4.4.5.5.	2
66	2.3.4.4.5.5.6.7.	1
66	2.3.4.4.6.	1
66	2.3.4.5.	6
66	2.3.4.5.6.	2
66	2.3.4.5.6.6.8.	1
66	2.3.4.5.6.7.	1
66	2.3.4.5.7.	2
66	2.3.4.6.	3
66	2.3.4.6.6.	1
66	2.3.4.6.6.6.	1
66	2.3.4.6.6.7.	2
66	2.3.5.	5
66	2.3.5.5.5.7.	1
66	2.3.5.5.6.	2
66	2.3.5.5.6.7.	2
66	2.3.5.6.	12
66	2.3.5.6.6.	1
66	2.3.5.6.6.7.	1
66	2.3.5.6.7.7.8.9.	1
66	2.3.5.7.	11
66	2.3.5.7.7.7.	1
66	2.3.6.	3
66	2.3.6.6.6.7.7.	1
66	2.4.	1
66	2.4.4.	4
66	2.4.4.4.7.	2
66	2.4.4.5.5.	1
66	2.4.4.5.5.6.	3
66	2.4.4.5.5.6.7.	1
66	2.4.4.5.5.6.9.	1
66	2.4.4.5.6.6.6.7.8.	1
66	2.4.4.5.6.6.7.	1
66	2.4.4.5.6.7.7.9.	1
66	2.4.4.6.	3
66	2.4.4.6.6.8.	1
66	2.4.4.6.8.8.8.	1
66	2.4.5.	9
66	2.4.5.5.	1
66	2.4.5.5.5.6.6.6.8.	1
66	2.4.5.5.5.7.	1
66	2.4.5.5.6.6.	2
66	2.4.5.5.6.7.	1
66	2.4.5.5.7.	2
66	2.4.5.5.7.8.	2
66	2.4.5.6.	3
66	2.4.5.6.6.	2
66	2.4.5.6.6.6.7.10.	2
66	2.4.5.6.6.7.7.	1
66	2.4.5.6.6.7.7.8.9.9.	2
66	2.4.5.6.7.	1
66	2.4.5.6.7.7.8.	1
66	2.4.5.6.7.7.8.8.10.	1
66	2.4.5.6.7.8.	9
66	2.4.5.6.7.8.9.	1
66	2.4.5.6.8.	2
66	2.4.5.7.	10
66	2.4.5.7.7.7.	1
66	2.4.5.7.7.8.	1
66	2.4.5.7.8.8.	1
66	2.4.5.7.8.8.9.	5
66	2.4.6.	3
66	2.4.6.6.7.	1
66	2.5.5.	5
66	2.5.5.5.	1
66	2.5.5.5.6.8.	5
66	2.5.5.5.7.7.8.	1
66	2.5.5.6.	2
66	2.5.5.6.8.9.	3
66	2.5.5.7.8.8.9.	10
66	2.5.6.6.	1
66	2.5.6.7.	1
66	2.5.6.7.8.	6
66	2.5.6.7.8.9.9.	7
66	2.5.6.8.8.9.10.	5
66	2.6.6.6.	1
66	2.6.7.8.8.10.	7
66	3.3.	1
66	3.3.3.4.4.	1
66	3.3.3.4.5.7.	3
66	3.3.3.4.6.	8
66	3.3.3.5.	4
